OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,MonitoringLocationIdentifier,ResultIdentifier,DataLoggerLine,ResultDetectionConditionText,MethodSpecificationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,DataQuality/BiasValue,ConfidenceIntervalValue,UpperConfidenceLimitValue,LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,ResultSamplingPointName,BiologicalIntentName,BiologicalIndividualIdentifier,SubjectTaxonomicName,UnidentifiedSpeciesIdentifier,SampleTissueAnatomyName,GroupSummaryCountWeight/MeasureValue,GroupSummaryCountWeight/MeasureUnitCode,CellFormName,CellShapeName,HabitName,VoltismName,TaxonomicPollutionTolerance,TaxonomicPollutionToleranceScaleText,TrophicLevelName,FunctionalFeedingGroupName,TaxonomicDetailsCitation/ResourceTitleName,TaxonomicDetailsCitation/ResourceCreatorName,TaxonomicDetailsCitation/ResourceSubjectText,TaxonomicDetailsCitation/ResourcePublisherName,TaxonomicDetailsCitation/ResourceDate,TaxonomicDetailsCitation/ResourceIdentifier,FrequencyClassInformationUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,AnalysisStartTime/Time,AnalysisStartTime/TimeZoneCode,AnalysisEndDate,AnalysisEndTime/Time,AnalysisEndTime/TimeZoneCode,ResultLaboratoryCommentCode,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,LaboratoryAccreditationIndicator,LaboratoryAccreditationAuthorityName,TaxonomistAccreditationIndicator,TaxonomistAccreditationAuthorityName,LabSamplePreparationUrl,ProviderName
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR503.5BACT45482:QFR,2024-07-09,,,31ORWUNT_WQX-OR503.5BACT,STORET-1052769838,,,,Escherichia coli,Filterable,2,MPN,,Final,,Calculated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223-B,APHA,9223 B ~ Enzyme substrate assay for measuring total coliforms and E. coli (ONPG-MUG test or CPRG-MUG test),,DATA,https://www.nemi.gov/methods/method_summary/5583/,,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-OR503.5BACT45482%3AQFR/results/1052769838/resdetectqntlmts,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR503.5BACT45489:SR,2024-07-16,,,31ORWUNT_WQX-OR503.5BACT,STORET-1052769768,,,,Escherichia coli,Filterable,165,MPN,,Final,,Calculated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223-B,APHA,9223 B ~ Enzyme substrate assay for measuring total coliforms and E. coli (ONPG-MUG test or CPRG-MUG test),,DATA,https://www.nemi.gov/methods/method_summary/5583/,,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-OR503.5BACT45489%3ASR/results/1052769768/resdetectqntlmts,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR640M:20240905:1001:SRR,2024-09-05,10:01:00,EDT,31ORWUNT_WQX-OR640M,STORET-1057148794,,,,Nickel,"Unfiltered, field",1.35,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,,https://www.nemi.gov/methods/method_summary/4665/,Virginia Division of Consolidated Lab Service,2024-09-19,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR640M:20240701:1032:SFST,2024-07-01,10:32:00,EDT,31ORWUNT_WQX-OR640M,STORET-1057148693,,Between Inst Detect and Quant Limit,,Thallium,"Filtered, field",,,EST,Accepted,,Actual,,,,,,,,,,LF based on DCLS QQ qualifier,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,,https://www.nemi.gov/methods/method_summary/4665/,Virginia Division of Consolidated Lab Service,2024-07-12,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-OR640M%3A20240701%3A1032%3ASFST/results/1057148693/resdetectqntlmts,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-LR-4.5M:20240709:1041:SR,2024-07-09,10:41:00,EDT,31ORWUNT_WQX-LR-4.5M,STORET-1055134850,,,,Organic carbon,"Filtered, field",5.7,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5310-C,APHA,5310 C ~ Total Organic Carbon in Water- Ultraviolet Oxidation Method,,,https://www.nemi.gov/methods/method_summary/5718/,"Pace Analytical Services, LLC",2024-07-19,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-SA0.8M:20240917:1233:QFR,2024-09-17,12:33:00,EDT,31ORWUNT_WQX-SA0.8M,STORET-1055136238,,,,"Biochemical oxygen demand, standard conditions",Total,3,mg/L,,Final,,Actual,,,,,,,,,,"PACE Lab ID is 4094583-02, User Supplied Activity ID changed to conform with Activity ID",,,,,,,,,,,,,,,,,,,,,,,,,,,,5210-B,APHA,5210 B ~ 5-Day Biochemical Oxygen Demand,,,https://www.nemi.gov/methods/method_summary/5715/,"Pace Analytical Services, LLC",2024-09-24,,,,,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-ABLI_NBKC_202407110001Q/1^01,2024-07-11,11:34:00,EDT,11NPSWRD_WQX-ABLI_NBKC,STORET-1056172988,,,,pH,,7.34,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUPN_HI991300,11NPSWRD_WQX,Hanna Instruments Model #991300,,,,,,,,,,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-BISO_13_20240702_1126_T,2024-07-02,11:25:00,EDT,11NPSWRD_WQX-BISO_13,STORET-1056976618,,,,Sodium,Dissolved,2.98507,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3120,APHA,Metals in Water by ICP,,,,University of Tennessee Water Quality Core Facility,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/11NPSWRD_WQX/activities/11NPSWRD_WQX-BISO_13_20240702_1126_T/results/1056976618/resdetectqntlmts,Y,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-ABLI_NBKC_202409120001,2024-09-12,11:31:00,EDT,11NPSWRD_WQX-ABLI_NBKC,STORET-1056172996,,,,Weather condition (WMO code 4501) (choice list),,2,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR640M:20240701:1032:SRR,2024-07-01,10:32:00,EDT,31ORWUNT_WQX-OR640M,STORET-1057148723,,Between Inst Detect and Quant Limit,,Selenium,"Unfiltered, field",,,EST,Accepted,,Actual,,,,,,,,,,LF based on DCLS QQ qualifier,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,,https://www.nemi.gov/methods/method_summary/4665/,Virginia Division of Consolidated Lab Service,2024-07-12,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-OR640M%3A20240701%3A1032%3ASRR/results/1057148723/resdetectqntlmts,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR4495M:20240904:1230:SR,2024-09-04,12:30:00,EDT,31ORWUNT_WQX-OR4495M,STORET-1055135377,,,,Bromide,Total,0.104,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4500-P-F,APHA,4500 P F ~ Phosphorus in Water by Colorimetry Automated Ascorbic Acid Method,,duplicate records,https://www.nemi.gov/methods/method_summary/7420/,"Pace Analytical Services, LLC",2024-09-07,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR374.2M:20240701:1010:SR,2024-07-01,10:10:00,EDT,31ORWUNT_WQX-OR374.2M,STORET-1055135285,,,as SO4,Sulfate,Total,58.2,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4500-P-F,APHA,4500 P F ~ Phosphorus in Water by Colorimetry Automated Ascorbic Acid Method,,duplicate records,https://www.nemi.gov/methods/method_summary/7420/,"Pace Analytical Services, LLC",2024-07-06,,,,,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-BISO_13_20240702_1126_T^01,2024-07-02,11:25:00,EDT,11NPSWRD_WQX-BISO_13,STORET-1056976621,,,,Specific conductance,Unfiltered,111.4,uS/cm,,Final,,Actual,,,25 Deg C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.1,USEPA,Conductance,,,https://www.nemi.gov/methods/method_summary/5210/,University of Tennessee Water Quality Core Facility,,,,,,,,,,Y,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-SA0.8M:20240731:1145:QFR,2024-07-31,11:45:00,EDT,31ORWUNT_WQX-SA0.8M,STORET-1055136209,,,as P,Orthophosphate,"Filtered, field",0.114,mg/L,H,Final,,Actual,,,,,,,,,,"PACE Lab ID is 4082379-02, User Supplied Activity ID changed to conform with Activity ID",,,,,,,,,,,,,,,,,,,,,,,,,,,,4500-P-F,APHA,4500 P F ~ Phosphorus in Water by Colorimetry Automated Ascorbic Acid Method,,duplicate records,https://www.nemi.gov/methods/method_summary/7420/,"Pace Analytical Services, LLC",2024-08-02,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-LR-4.5M:20240709:1041:FM,2024-07-09,10:41:00,EDT,31ORWUNT_WQX-LR-4.5M,STORET-1055134841,,,,Turbidity,,21.62,NTU,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.1,YSI,Direct Measurement Method,,,,"Pace Analytical Services, LLC",2024-07-09,,,,,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-BISO_14_20240730_1142_T,2024-07-30,12:55:00,EDT,11NPSWRD_WQX-BISO_14,STORET-1056976800,,,,Iron,Dissolved,0.09258,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3120,APHA,Metals in Water by ICP,,,,University of Tennessee Water Quality Core Facility,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/11NPSWRD_WQX/activities/11NPSWRD_WQX-BISO_14_20240730_1142_T/results/1056976800/resdetectqntlmts,Y,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR503.5BACT45538:SR,2024-09-03,,,31ORWUNT_WQX-OR503.5BACT,STORET-1052769792,,,,Escherichia coli,Filterable,2,MPN,,Final,,Calculated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223-B,APHA,9223 B ~ Enzyme substrate assay for measuring total coliforms and E. coli (ONPG-MUG test or CPRG-MUG test),,DATA,https://www.nemi.gov/methods/method_summary/5583/,,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-OR503.5BACT45538%3ASR/results/1052769792/resdetectqntlmts,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-BISO_16_20240820_1158_F,2024-08-20,15:05:00,EDT,11NPSWRD_WQX-BISO_16,STORET-1056977559,,,,Flow,,118,cfs,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APHN_FLOWTRACKER,11NPSWRD_WQX,Discharge by Flowtracker,,,,,,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR374.2M:20240904:0920:SR,2024-09-04,09:20:00,EDT,31ORWUNT_WQX-OR374.2M,STORET-1055135326,,Not Detected,as N,"Total Nitrogen, mixed forms",Total,,,U,Final,,Calculated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.1,USEPA,Total Kjeldahl Nitrogen by Colorimetry,,,https://www.nemi.gov/methods/method_summary/4872/,"Pace Analytical Services, LLC",2024-09-13,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-OR374.2M%3A20240904%3A0920%3ASR/results/1055135326/resdetectqntlmts,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR374.2M:20240904:0920:SRR,2024-09-04,09:20:00,EDT,31ORWUNT_WQX-OR374.2M,STORET-1057147990,,,,Antimony,"Unfiltered, field",0.19,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,,https://www.nemi.gov/methods/method_summary/4665/,Virginia Division of Consolidated Lab Service,2024-09-19,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR544.8M:20240905:1354:SRR,2024-09-05,13:54:00,EDT,31ORWUNT_WQX-OR544.8M,STORET-1057148331,,,,Aluminum,"Unfiltered, field",85.1,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,,https://www.nemi.gov/methods/method_summary/4665/,Virginia Division of Consolidated Lab Service,2024-09-20,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR640M:20240905:1001:SRR,2024-09-05,10:01:00,EDT,31ORWUNT_WQX-OR640M,STORET-1057148803,,Not Detected,,Chromium,"Unfiltered, field",,,U,Final,,Actual,,,,,,,,,,LF based on DCLS 'T' qualifier,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,,https://www.nemi.gov/methods/method_summary/4665/,Virginia Division of Consolidated Lab Service,2024-09-19,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-OR640M%3A20240905%3A1001%3ASRR/results/1057148803/resdetectqntlmts,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR374.2M:20240701:1010:SRR,2024-07-01,10:10:00,EDT,31ORWUNT_WQX-OR374.2M,STORET-1057147903,,Not Detected,,Silver,"Unfiltered, field",,,U,Final,,Actual,,,,,,,,,,LF based on DCLS 'T' qualifier,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,,https://www.nemi.gov/methods/method_summary/4665/,Virginia Division of Consolidated Lab Service,2024-07-12,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-OR374.2M%3A20240701%3A1010%3ASRR/results/1057147903/resdetectqntlmts,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR544.8M:20240701:1432:FM,2024-07-01,14:32:00,EDT,31ORWUNT_WQX-OR544.8M,STORET-1055135415,,,,Specific conductance,,409.04,umho/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.1,YSI,Direct Measurement Method,,,,"Pace Analytical Services, LLC",2024-07-01,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR640M:20240905:1001:FM,2024-09-05,10:01:00,EDT,31ORWUNT_WQX-OR640M,STORET-1055135563,,,as O2,Dissolved oxygen (DO),,8.23,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.1,YSI,Direct Measurement Method,,,,"Pace Analytical Services, LLC",2024-09-05,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR4495M:20240701:1320:SFST,2024-07-01,13:20:00,EDT,31ORWUNT_WQX-OR4495M,STORET-1057148076,,,,Manganese,"Filtered, field",22,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,,https://www.nemi.gov/methods/method_summary/4690/,Virginia Division of Consolidated Lab Service,2024-07-12,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR640M:20240701:1023:SR,2024-07-01,10:23:00,EDT,31ORWUNT_WQX-OR640M,STORET-1055135552,,,as N,Nitrate + Nitrite,Total,0.72,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,,https://www.nemi.gov/methods/method_summary/4702/,"Pace Analytical Services, LLC",2024-07-03,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-IN604BHAB:OH-MLD531.5:20240801:1200:SR:WB:OP,2024-08-01,12:00:00,EST,31ORWUNT_WQX-OH-MLD531.5,STORET-1047027527,,Not Detected,as P,Orthophosphate,"Filtered, field",,,U,Final,,Actual,,,,,,,,,,"[U] Target analyte was analyzed for, but was below detection limit (the value associated with the qualifier is the laboratory method)",,,,,,,,,,,,,,,,,,,,,,,,,,,,4500-N(ORG) C,APHA,4500 N ORG C ~ Organic Nitrogen/Semi-Micro-Kjeldahl,,,https://www.nemi.gov/methods/method_summary/9893/,,2024-08-02,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-IN604BHAB%3AOH-MLD531.5%3A20240801%3A1200%3ASR%3AWB%3AOP/results/1047027527/resdetectqntlmts,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR503.5BACT45482:SR,2024-07-09,,,31ORWUNT_WQX-OR503.5BACT,STORET-1052769765,,,,Escherichia coli,Filterable,3,MPN,,Final,,Calculated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223-B,APHA,9223 B ~ Enzyme substrate assay for measuring total coliforms and E. coli (ONPG-MUG test or CPRG-MUG test),,DATA,https://www.nemi.gov/methods/method_summary/5583/,,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-OR503.5BACT45482%3ASR/results/1052769765/resdetectqntlmts,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR544.8M:20240701:1423:SO,2024-07-01,14:23:00,EDT,31ORWUNT_WQX-OR544.8M,STORET-1057148234,,Between Inst Detect and Quant Limit,,Volatile suspended solids,Unfiltered,,,EST,Accepted,,Actual,,,,,,,,,,Temperature greater than 6 C when received in lab.,,,,,,,,,,,,,,,,,,,,,,,,,,,,I-3767-85,USDOI/USGS,"Solids, volatile-on-ignition, suspended, gravimetric",,,,Virginia Division of Consolidated Lab Service,2024-07-05,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-OR544.8M%3A20240701%3A1423%3ASO/results/1057148234/resdetectqntlmts,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-SA0.8M:20240731:1145:SR,2024-07-31,11:45:00,EDT,31ORWUNT_WQX-SA0.8M,STORET-1055136226,,,as P,Orthophosphate,"Filtered, field",0.116,mg/L,H,Final,,Actual,,,,,,,,,,"PACE Lab ID is 4082379-01, User Supplied Activity ID changed to conform with Activity ID",,,,,,,,,,,,,,,,,,,,,,,,,,,,4500-P-F,APHA,4500 P F ~ Phosphorus in Water by Colorimetry Automated Ascorbic Acid Method,,duplicate records,https://www.nemi.gov/methods/method_summary/7420/,"Pace Analytical Services, LLC",2024-08-02,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR544.8M:20240905:1354:SO,2024-09-05,13:54:00,EDT,31ORWUNT_WQX-OR544.8M,STORET-1057148306,,Between Inst Detect and Quant Limit,,Fixed suspended solids,Unfiltered,,,EST,Accepted,,Actual,,,,,,,,,,LF based on DCLS QQ qualifier,,,,,,,,,,,,,,,,,,,,,,,,,,,,I-3766-85,USDOI/USGS,"Solids, nonvolatile-on-ignition, suspended, calculation",,,,Virginia Division of Consolidated Lab Service,2024-09-11,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-OR544.8M%3A20240905%3A1354%3ASO/results/1057148306/resdetectqntlmts,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-BISO_16_20240820_1158_F,2024-08-20,15:05:00,EDT,11NPSWRD_WQX-BISO_16,STORET-1056977558,,,,pH,,7.55,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APHN_YSIEXO,11NPSWRD_WQX,YSI EXO Multi-parameter Sonde,,,,,,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-IN604BHAB:OH-MLD531.5:20240701:1320:SR:WB:P,2024-07-01,13:20:00,EST,31ORWUNT_WQX-OH-MLD531.5,STORET-1047027517,,,as P,Phosphorus,Total,0.073,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,,https://www.nemi.gov/methods/method_summary/4690/,,2024-07-12,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-IN604BHAB%3AOH-MLD531.5%3A20240701%3A1320%3ASR%3AWB%3AP/results/1047027517/resdetectqntlmts,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-SA0.8M:20240917:1233:QFR,2024-09-17,12:33:00,EDT,31ORWUNT_WQX-SA0.8M,STORET-1055136240,,Not Detected,as Cl,Chloride,Total,,,U,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4500-P-F,APHA,4500 P F ~ Phosphorus in Water by Colorimetry Automated Ascorbic Acid Method,,duplicate records,https://www.nemi.gov/methods/method_summary/7420/,"Pace Analytical Services, LLC",2024-09-24,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-SA0.8M%3A20240917%3A1233%3AQFR/results/1055136240/resdetectqntlmts,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR4495M:20240904:1230:SR,2024-09-04,12:30:00,EDT,31ORWUNT_WQX-OR4495M,STORET-1055135391,,,,Total suspended solids,Total,2.8,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2540-D,APHA,2540 D ~ Total Suspended Solids in Water,,,https://www.nemi.gov/methods/method_summary/9819/,"Pace Analytical Services, LLC",2024-09-06,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR374.2M:20240701:1010:QFB,2024-07-01,10:10:00,EDT,31ORWUNT_WQX-OR374.2M,STORET-1057147874,,Not Detected,,Manganese,"Filtered, field",,,U,Final,,Actual,,,,,,,,,,LF based on DCLS 'T' qualifier,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,,https://www.nemi.gov/methods/method_summary/4690/,Virginia Division of Consolidated Lab Service,2024-08-06,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-OR374.2M%3A20240701%3A1010%3AQFB/results/1057147874/resdetectqntlmts,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-SA0.8M:20240731:1145:QFR,2024-07-31,11:45:00,EDT,31ORWUNT_WQX-SA0.8M,STORET-1055136212,,,as SO4,Sulfate,Total,38.1,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4500-P-F,APHA,4500 P F ~ Phosphorus in Water by Colorimetry Automated Ascorbic Acid Method,,duplicate records,https://www.nemi.gov/methods/method_summary/7420/,"Pace Analytical Services, LLC",2024-08-03,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR4495M:20240701:1320:SRR,2024-07-01,13:20:00,EDT,31ORWUNT_WQX-OR4495M,STORET-1057148109,,,,Nickel,"Unfiltered, field",1.39,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,,https://www.nemi.gov/methods/method_summary/4665/,Virginia Division of Consolidated Lab Service,2024-07-12,,,,,,,,,,,,,,STORET
